,location,total_sqft,bath,price,bhk
7016,Uttarahalli,661.0,1.0,36.0,1
7017,Uttarahalli,1134.0,2.0,45.36,2
7019,Uttarahalli,1320.0,2.0,55.44,3
7020,Uttarahalli,1390.0,2.0,61.16,3
7021,Uttarahalli,1090.0,2.0,45.0,2
7022,Uttarahalli,1050.0,2.0,42.0,2
7023,Uttarahalli,1123.0,2.0,48.0,2
7024,Uttarahalli,1329.0,2.0,56.0,3
7025,Uttarahalli,938.0,2.0,35.0,2
7028,Uttarahalli,1100.0,1.0,45.0,2
7029,Uttarahalli,1125.0,2.0,47.0,2
7031,Uttarahalli,1685.0,3.0,85.0,3
7032,Uttarahalli,1390.0,2.0,62.55,3
7034,Uttarahalli,1180.0,2.0,41.3,2
7035,Uttarahalli,1380.0,2.0,42.0,2
7036,Uttarahalli,1737.0,2.0,95.0,3
7038,Uttarahalli,1160.0,2.0,45.0,2
7039,Uttarahalli,1280.0,2.0,60.0,3
7041,Uttarahalli,1190.0,2.0,53.55,2
7042,Uttarahalli,1330.0,2.0,57.0,3
7043,Uttarahalli,1560.0,3.0,74.0,3
7045,Uttarahalli,1125.0,2.0,48.0,2
7046,Uttarahalli,1320.0,2.0,55.44,3
7048,Uttarahalli,1160.0,2.0,40.6,2
7050,Uttarahalli,1065.0,2.0,42.59,2
7051,Uttarahalli,1075.0,2.0,46.76,2
7052,Uttarahalli,1155.0,2.0,40.6,2
7055,Uttarahalli,1215.0,2.0,52.85,3
7057,Uttarahalli,1180.0,2.0,41.3,2
7060,Uttarahalli,1002.0,2.0,40.08,2
7061,Uttarahalli,1002.0,2.0,40.08,2
7062,Uttarahalli,1075.0,2.0,40.0,2
7064,Uttarahalli,1155.0,2.0,40.43,2
7066,Uttarahalli,1025.0,2.0,35.88,2
7067,Uttarahalli,1125.0,2.0,47.65,2
7068,Uttarahalli,1300.0,2.0,55.0,2
7069,Uttarahalli,1025.0,2.0,35.88,2
7070,Uttarahalli,980.0,2.0,45.0,2
7071,Uttarahalli,1125.0,2.0,47.0,2
7076,Uttarahalli,1175.0,2.0,47.0,2
7079,Uttarahalli,1525.0,2.0,62.82,3
7080,Uttarahalli,1265.0,2.0,65.0,3
7083,Uttarahalli,1213.0,2.0,48.0,2
7085,Uttarahalli,900.0,2.0,35.0,2
7086,Uttarahalli,1065.0,2.0,42.6,2
7089,Uttarahalli,1125.0,2.0,47.0,2
7090,Uttarahalli,1270.0,2.0,55.25,3
7091,Uttarahalli,1270.0,2.0,55.25,3
7092,Uttarahalli,1107.0,2.0,45.0,2
7093,Uttarahalli,1200.0,2.0,55.0,2
7095,Uttarahalli,1460.0,3.0,76.0,3
7096,Uttarahalli,1500.0,3.0,68.0,3
7097,Uttarahalli,1120.0,2.0,50.0,2
7098,Uttarahalli,1150.0,2.0,46.0,2
7099,Uttarahalli,1330.0,2.0,58.0,3
7101,Uttarahalli,1050.0,2.0,42.0,2
7102,Uttarahalli,1125.0,2.0,48.0,2
7104,Uttarahalli,1345.0,2.0,57.0,3
7105,Uttarahalli,1345.0,2.0,57.0,3
7107,Uttarahalli,1000.0,2.0,52.0,2
7108,Uttarahalli,1037.0,2.0,36.0,2
7110,Uttarahalli,1000.0,2.0,39.5,2
7111,Uttarahalli,1125.0,1.0,45.0,2
7113,Uttarahalli,1160.0,2.0,40.58,2
7114,Uttarahalli,1123.0,2.0,60.0,2
7116,Uttarahalli,1000.0,2.0,35.0,2
7117,Uttarahalli,1330.0,2.0,57.0,3
7118,Uttarahalli,1125.0,2.0,47.0,2
7119,Uttarahalli,1165.0,1.0,42.09,2
7120,Uttarahalli,1260.0,2.0,55.0,2
7121,Uttarahalli,1284.0,2.0,53.36,2
7122,Uttarahalli,1150.0,2.0,45.99,2
7124,Uttarahalli,1290.0,2.0,56.12,3
7125,Uttarahalli,1328.0,2.0,56.0,3
7126,Uttarahalli,1040.0,2.0,36.4,2
7127,Uttarahalli,1290.0,2.0,56.12,3
7129,Uttarahalli,1075.0,2.0,46.76,2
7130,Uttarahalli,1345.0,2.0,57.0,3
7131,Varthur,1160.0,2.0,44.0,2
7132,Varthur,1385.0,2.0,80.0,2
7134,Varthur,1024.0,2.0,42.0,2
7135,Varthur,1125.0,2.0,40.0,2
7136,Varthur,1112.0,2.0,40.0,2
7137,Varthur,1055.0,2.0,45.35,2
7138,Varthur,1280.0,2.0,65.0,2
7139,Varthur,977.0,2.0,36.0,2
7140,Varthur,1250.0,3.0,71.0,3
7141,Varthur,1200.0,3.0,67.75,3
7142,Varthur,1111.0,2.0,41.88,2
7143,Varthur,1140.0,2.0,55.5,2
7144,Varthur,1012.0,2.0,59.0,2
7145,Varthur,1140.0,2.0,39.9,2
7146,Varthur,1090.0,2.0,48.0,2
7147,Varthur,1450.0,3.0,71.0,3
7148,Varthur,1210.0,2.0,60.0,2
7149,Varthur,1070.0,2.0,46.0,2
7150,Varthur,1360.0,2.0,85.0,3
7151,Varthur,965.0,2.0,34.0,2
7152,Varthur,1120.0,2.0,44.24,2
7153,Varthur,1395.0,2.0,79.0,3
7154,Varthur,1085.0,2.0,45.0,2
7155,Varthur,1250.0,2.0,47.0,2
7156,Varthur,1200.0,3.0,68.38,3
7158,Varthur,1155.0,2.0,60.0,2
7159,Varthur,1035.0,2.0,60.0,2
7160,Varthur,1155.0,2.0,39.0,2
7161,Varthur,1180.0,2.0,55.0,2
7163,Varthur,1738.0,2.0,57.35,2
7164,Varthur,1045.0,2.0,40.65,2
7165,Varthur,1155.0,2.0,39.0,2
7167,Varthur,1210.0,2.0,64.15,2
7169,Varthur,1105.0,2.0,38.0,2
7170,Varthur,1560.0,3.0,90.0,3
7171,Varthur,1760.0,2.0,85.0,2
7172,Varthur,1210.0,2.0,54.0,2
7173,Varthur,1112.0,2.0,40.0,2
7175,Varthur,1000.0,1.0,65.0,2
7177,Varthur Road,900.0,2.0,27.0,2
7178,Varthur Road,1277.0,2.0,59.0,2
7179,Varthur Road,1247.0,2.0,58.0,3
7180,Varthur Road,1050.0,2.0,42.7,2
7181,Varthur Road,1255.0,2.0,52.76,2
7183,Varthur Road,1033.0,2.0,32.0,2
7184,Varthur Road,1140.0,2.0,49.11,2
7185,Varthur Road,850.0,2.0,25.4,2
7186,Vasanthapura,1022.0,2.0,40.0,2
7187,Vasanthapura,1135.0,2.0,39.73,2
7188,Vasanthapura,995.0,2.0,34.82,2
7189,Vasanthapura,995.0,2.0,34.82,2
7190,Vasanthapura,1037.0,2.0,36.28,2
7191,Vasanthapura,978.0,2.0,34.22,2
7192,Vasanthapura,1037.0,2.0,36.28,2
7193,Vidyaranyapura,1440.0,2.0,95.0,2
7194,Vidyaranyapura,1062.0,2.0,38.0,2
7195,Vidyaranyapura,1200.0,2.0,55.0,2
7196,Vidyaranyapura,1200.0,4.0,90.0,4
7198,Vidyaranyapura,1060.0,2.0,55.0,2
7199,Vidyaranyapura,1100.0,2.0,54.0,2
7200,Vidyaranyapura,1440.0,2.0,70.0,3
7201,Vidyaranyapura,1100.0,2.0,54.0,2
7202,Vidyaranyapura,1000.0,2.0,35.0,2
7204,Vidyaranyapura,1120.0,2.0,70.0,2
7205,Vidyaranyapura,945.0,2.0,40.0,2
7206,Vidyaranyapura,1100.0,2.0,54.0,2
7207,Vidyaranyapura,1200.0,2.0,65.0,3
7208,Vidyaranyapura,1200.0,2.0,52.0,2
7209,Vidyaranyapura,1050.0,2.0,50.0,2
7210,Vidyaranyapura,1188.0,2.0,50.0,2
7211,Vidyaranyapura,1100.0,2.0,75.0,3
7212,Vidyaranyapura,1100.0,2.0,72.0,3
7213,Vidyaranyapura,2400.0,5.0,135.0,4
7214,Vidyaranyapura,1100.0,2.0,41.0,2
7215,Vidyaranyapura,1200.0,2.0,60.5,2
7216,Vidyaranyapura,1200.0,2.0,42.0,2
7217,Vijayanagar,1704.0,3.0,110.0,3
7218,Vijayanagar,1933.0,3.0,129.0,3
7220,Vijayanagar,1450.0,3.0,100.0,3
7221,Vijayanagar,1580.0,2.0,134.0,3
7222,Vijayanagar,1826.0,3.0,121.0,3
7223,Vijayanagar,1739.0,3.0,116.0,3
7224,Vijayanagar,1490.0,3.0,100.0,3
7225,Vijayanagar,1180.0,2.0,65.0,2
7226,Vijayanagar,606.0,1.0,34.78,1
7227,Vijayanagar,1352.0,2.0,68.0,2
7228,Vijayanagar,1527.0,3.0,115.0,3
7229,Vijayanagar,989.0,2.0,60.0,2
7230,Vijayanagar,1520.0,2.0,103.0,3
7231,Vijayanagar,1749.0,3.0,117.0,3
7232,Vijayanagar,1046.0,2.0,75.0,2
7233,Vijayanagar,606.0,1.0,40.0,1
7234,Vijayanagar,1200.0,2.0,62.0,2
7237,Vijayanagar,1760.0,3.0,140.0,3
7238,Vijayanagar,2047.0,3.0,136.0,3
7239,Vijayanagar,1200.0,2.0,75.0,3
7240,Vijayanagar,1178.0,2.0,82.0,2
7241,Vijayanagar,864.0,2.0,45.0,2
7242,Vijayanagar,2100.0,6.0,252.0,4
7243,Vijayanagar,920.0,2.0,60.0,2
7244,Vijayanagar,1019.0,2.0,58.0,2
7245,Vijayanagar,2400.0,6.0,125.0,5
7246,Vijayanagar,1180.0,2.0,86.0,2
7247,Vijayanagar,1046.0,2.0,49.06,2
7248,Vijayanagar,2400.0,2.0,230.0,1
7249,Vijayanagar,492.0,1.0,40.0,1
7251,Vishveshwarya Layout,750.0,1.0,30.0,1
7252,Vishveshwarya Layout,2000.0,4.0,75.0,4
7253,Vishveshwarya Layout,2100.0,6.0,92.0,6
7254,Vishveshwarya Layout,2000.0,3.0,90.0,4
7255,Vishwapriya Layout,820.0,2.0,30.0,2
7256,Vishwapriya Layout,770.0,2.0,30.0,2
7257,Vishwapriya Layout,910.0,2.0,36.0,2
7258,Vishwapriya Layout,890.0,2.0,37.0,2
7259,Vittasandra,1404.0,2.0,71.0,2
7260,Vittasandra,1246.0,2.0,67.0,2
7261,Vittasandra,1404.0,2.0,69.3,2
7262,Vittasandra,1246.0,2.0,67.3,2
7263,Vittasandra,1246.0,2.0,64.5,2
7264,Vittasandra,1246.0,2.0,64.5,2
7265,Vittasandra,1246.0,2.0,68.0,2
7267,Vittasandra,1238.0,2.0,67.0,2
7268,Vittasandra,1404.0,2.0,75.0,2
7269,Vittasandra,1246.0,2.0,65.0,2
7270,Vittasandra,1238.0,2.0,67.0,2
7271,Vittasandra,1246.0,2.0,67.4,2
7272,Vittasandra,1259.0,2.0,67.4,2
7273,Vittasandra,1404.0,2.0,68.8,2
7274,Vittasandra,1246.0,2.0,62.3,2
7275,Vittasandra,1246.0,2.0,63.0,2
7276,Vittasandra,1246.0,2.0,67.4,2
7277,Vittasandra,1246.0,2.0,65.4,2
7279,Vittasandra,1238.0,2.0,67.32,2
7280,Vittasandra,1246.0,2.0,67.4,2
7282,Vittasandra,1246.0,2.0,67.3,2
7283,Vittasandra,1404.0,2.0,70.0,2
7284,Vittasandra,1259.0,2.0,67.48,2
7285,Vittasandra,1404.0,2.0,75.0,2
7287,Vittasandra,1246.0,2.0,67.0,2
7290,Vittasandra,1404.0,2.0,72.0,2
7291,Vittasandra,1246.0,2.0,67.5,2
7292,Vittasandra,1246.0,2.0,67.5,2
7293,Vittasandra,1404.0,2.0,70.0,2
7294,Vittasandra,1246.0,2.0,65.0,2
7295,Vittasandra,1246.0,2.0,67.4,2
7299,Whitefield,1610.0,3.0,81.0,3
7300,Whitefield,1459.0,2.0,94.82,2
7305,Whitefield,1280.0,2.0,75.0,2
7307,Whitefield,1910.0,3.0,161.0,3
7308,Whitefield,3252.0,4.0,230.0,4
7309,Whitefield,11890.0,4.0,700.0,4
7312,Whitefield,1150.0,2.0,70.0,2
7313,Whitefield,1768.0,3.0,101.0,3
7315,Whitefield,4144.0,4.0,315.0,4
7316,Whitefield,4104.0,4.0,360.0,4
7317,Whitefield,1790.0,3.0,100.0,3
7318,Whitefield,1720.0,3.0,100.0,3
7320,Whitefield,1640.0,4.0,91.0,3
7323,Whitefield,2280.0,4.0,126.0,3
7327,Whitefield,1897.0,3.0,130.0,3
7328,Whitefield,2225.0,2.0,125.0,3
7329,Whitefield,4348.5,2.0,304.0,4
7332,Whitefield,2268.0,3.0,163.0,4
7335,Whitefield,2400.0,4.0,200.0,4
7337,Whitefield,1360.0,2.0,95.0,2
7339,Whitefield,1697.0,3.0,94.79,3
7340,Whitefield,5000.0,4.0,400.0,4
7341,Whitefield,3000.0,5.0,250.0,4
7342,Whitefield,1700.0,3.0,115.0,3
7345,Whitefield,2842.0,3.0,162.0,3
7349,Whitefield,1500.0,3.0,130.0,3
7350,Whitefield,1280.0,2.0,75.0,2
7352,Whitefield,1405.0,2.0,78.0,3
7353,Whitefield,2225.0,3.0,115.0,3
7354,Whitefield,1272.0,2.0,95.05,2
7357,Whitefield,1192.0,2.0,71.0,2
7361,Whitefield,1626.0,3.0,89.0,3
7362,Whitefield,1585.0,3.0,88.0,3
7363,Whitefield,665.0,2.0,28.585,1
7365,Whitefield,1280.0,2.0,85.0,2
7366,Whitefield,1200.0,3.0,68.5,3
7367,Whitefield,4000.0,4.0,330.0,4
7368,Whitefield,1697.0,3.0,108.0,3
7370,Whitefield,3606.0,4.0,312.0,4
7371,Whitefield,1485.0,2.0,90.0,2
7372,Whitefield,950.0,1.0,50.0,1
7373,Whitefield,3584.0,4.0,199.0,4
7374,Whitefield,825.0,1.0,45.0,1
7377,Whitefield,1635.0,2.0,85.0,3
7378,Whitefield,1216.0,2.0,79.0,2
7384,Whitefield,920.0,2.0,63.0,2
7386,Whitefield,1170.0,2.0,71.0,2
7387,Whitefield,1118.0,2.0,75.0,2
7388,Whitefield,1800.0,3.0,110.0,3
7389,Whitefield,1562.0,3.0,103.0,3
7392,Whitefield,2321.0,4.0,128.0,3
7393,Whitefield,1320.0,2.0,95.0,2
7396,Whitefield,3010.0,3.0,200.0,3
7397,Whitefield,1346.0,2.0,96.17,2
7398,Whitefield,3850.0,5.0,316.0,3
7402,Whitefield,2500.0,4.0,155.0,4
7403,Whitefield,905.0,1.0,55.0,1
7405,Whitefield,2268.0,3.0,146.0,4
7408,Whitefield,630.5,1.0,32.79,1
7409,Whitefield,3537.0,5.0,210.0,4
7411,Whitefield,1697.0,3.0,115.0,3
7415,Whitefield,3250.0,5.0,290.0,5
7419,Whitefield,1269.0,2.0,75.0,2
7420,Whitefield,3227.0,5.0,250.0,5
7421,Whitefield,1545.0,3.0,79.0,3
7424,Whitefield,3262.0,4.0,260.0,4
7426,Whitefield,1132.0,2.0,79.28,2
7429,Whitefield,2830.0,5.0,160.0,4
7431,Whitefield,1195.0,2.0,70.0,2
7432,Whitefield,3480.0,4.0,284.0,3
7435,Whitefield,709.0,1.0,34.385,1
7437,Whitefield,1320.0,2.0,79.5,2
7438,Whitefield,750.0,2.0,52.7,2
7439,Whitefield,1200.0,3.0,61.96,3
7444,Whitefield,2094.0,2.0,113.19,3
7446,Whitefield,3445.0,5.0,270.0,4
7447,Whitefield,1700.0,3.0,140.0,3
7448,Whitefield,4827.0,4.0,400.0,4
7449,Whitefield,1405.0,2.0,84.5,2
7451,Whitefield,3252.0,4.0,280.0,4
7453,Whitefield,1150.0,2.0,90.0,2
7454,Whitefield,2400.0,4.0,147.0,4
7456,Whitefield,624.0,1.0,35.0,1
7459,Whitefield,1700.0,3.0,95.0,3
7460,Whitefield,4960.0,4.0,400.0,4
7461,Whitefield,2928.0,4.0,198.0,4
7463,Whitefield,2700.0,5.0,175.0,3
7464,Whitefield,1216.0,2.0,84.0,2
7465,Whitefield,2882.0,5.0,204.0,4
7466,Whitefield,1840.0,3.0,140.0,3
7467,Whitefield,1778.0,3.0,122.0,3
7469,Whitefield,650.0,1.0,25.0,1
7470,Whitefield,2155.0,3.0,125.0,4
7471,Whitefield,905.0,1.0,52.0,1
7476,Whitefield,1216.0,2.0,75.0,2
7478,Whitefield,1255.0,2.0,77.0,2
7479,Whitefield,1216.0,2.0,73.0,2
7480,Whitefield,709.0,1.0,34.735,1
7484,Whitefield,1745.0,3.0,100.0,3
7485,Whitefield,3200.0,4.0,224.0,4
7487,Whitefield,825.0,1.0,44.9,1
7491,Whitefield,1870.0,3.0,138.0,3
7494,Whitefield,1862.0,3.0,125.0,3
7495,Whitefield,1655.0,3.0,113.0,3
7496,Whitefield,530.0,1.0,29.44,1
7498,Whitefield,905.0,1.0,50.0,1
7499,Whitefield,1600.0,3.0,82.0,3
7500,Whitefield,1230.0,4.0,80.0,4
7502,Whitefield,630.5,1.0,32.15,1
7503,Whitefield,905.0,1.0,52.0,1
7507,Whitefield,1216.0,2.0,83.0,2
7512,Whitefield,4075.0,5.0,226.0,4
7513,Whitefield,1216.0,2.0,75.0,2
7521,Whitefield,2856.0,5.0,158.5,4
7524,Whitefield,750.0,1.0,51.0,1
7527,Whitefield,1173.0,2.0,77.0,2
7528,Whitefield,1200.0,3.0,68.4,3
7532,Whitefield,3425.0,5.0,250.0,4
7537,Whitefield,2173.0,3.0,128.0,3
7539,Whitefield,905.0,1.0,62.0,1
7540,Whitefield,1870.0,3.0,138.0,3
7541,Whitefield,1320.0,2.0,99.26,2
7542,Whitefield,2901.0,4.0,190.0,3
7543,Whitefield,1485.0,2.0,96.51,2
7544,Whitefield,1755.0,3.0,101.0,3
7546,Whitefield,2225.0,3.0,149.0,3
7547,Whitefield,1250.0,2.0,82.0,2
7549,Whitefield,605.0,1.0,40.0,1
7552,Whitefield,2210.0,3.0,156.0,3
7553,Whitefield,1173.0,2.0,78.2,2
7554,Whitefield,1740.0,4.0,130.0,3
7555,Whitefield,1216.0,2.0,75.0,2
7557,Whitefield,1655.0,3.0,120.0,3
7558,Whitefield,4003.0,6.0,300.0,4
7560,Whitefield,1180.0,2.0,70.0,2
7562,Whitefield,2023.0,4.0,130.0,3
7563,Whitefield,2134.0,4.0,118.0,3
7566,Whitefield,905.0,1.0,60.0,1
7572,Whitefield,1452.0,3.0,90.0,3
7573,Whitefield,2850.0,5.0,240.0,4
7576,Whitefield,2830.0,5.0,190.0,4
7577,Whitefield,1295.0,2.0,78.5,2
7578,Whitefield,840.0,1.0,57.6,1
7579,Whitefield,640.0,1.0,19.83,1
7580,Whitefield,1991.0,3.0,104.0,3
7584,Whitefield,1655.0,3.0,97.0,3
7585,Whitefield,1850.0,3.0,150.0,3
7586,Whitefield,1200.0,3.0,67.77,3
7587,Whitefield,1290.0,2.0,90.0,2
7590,Whitefield,1216.0,2.0,75.0,2
7591,Whitefield,1356.0,2.0,94.84,2
7592,Whitefield,1338.0,2.0,103.0,2
7595,Whitefield,3450.0,4.0,208.0,3
7599,Whitefield,1267.0,2.0,90.33,2
7600,Whitefield,2400.0,4.0,143.0,4
7601,Whitefield,1836.0,3.0,125.0,3
7603,Whitefield,3596.0,3.0,200.0,3
7604,Whitefield,1275.0,2.0,65.0,3
7607,Whitefield,1216.0,2.0,82.0,2
7608,Whitefield,1495.0,3.0,88.0,2
7609,Whitefield,1564.0,3.0,103.0,3
7610,Whitefield,1585.0,3.0,84.0,3
7613,Whitefield,1558.0,3.0,90.0,3
7614,Whitefield,1216.0,2.0,75.0,2
7616,Whitefield,1704.0,3.0,120.0,3
7618,Whitefield,1256.0,2.0,73.0,2
7621,Whitefield,1300.0,2.0,78.0,2
7622,Whitefield,1570.0,3.0,88.0,3
7623,Whitefield,1216.0,2.0,84.03,2
7625,Whitefield,1216.0,2.0,72.5,2
7627,Whitefield,2025.0,4.0,115.0,3
7628,Whitefield,1346.0,2.0,100.0,3
7632,Whitefield,2990.0,3.0,198.0,4
7635,Whitefield,1720.0,3.0,98.97,3
7636,Whitefield,1600.0,3.0,95.0,3
7637,Whitefield,1655.0,3.0,108.0,3
7638,Whitefield,1740.0,3.0,95.0,3
7640,Whitefield,1350.0,2.0,88.0,2
7642,Whitefield,1216.0,2.0,80.0,2
7643,Whitefield,2900.0,4.0,225.0,4
7644,Whitefield,1340.0,2.0,101.0,2
7646,Whitefield,1500.0,3.0,78.57,3
7647,Whitefield,1626.0,3.0,85.0,3
7649,Whitefield,1100.0,2.0,65.0,2
7651,Whitefield,1270.0,2.0,65.0,3
7652,Whitefield,3117.0,3.0,261.0,3
7653,Whitefield,1216.0,2.0,73.0,2
7655,Whitefield,3150.0,3.0,290.0,3
7657,Whitefield,2956.0,5.0,234.0,4
7661,Whitefield,2247.0,3.0,145.0,3
7662,Whitefield,3940.0,5.0,265.0,4
7664,Whitefield,1160.0,2.0,67.0,2
7666,Whitefield,1180.0,2.0,77.0,2
7667,Whitefield,2140.0,3.0,139.0,3
7668,Whitefield,1314.0,2.0,84.0,2
7675,Whitefield,1431.0,3.0,85.0,3
7676,Whitefield,524.0,1.0,29.0,1
7677,Whitefield,2830.0,4.0,161.0,4
7678,Whitefield,2135.0,3.0,149.0,4
7680,Whitefield,3075.0,2.0,188.0,4
7681,Whitefield,1760.0,3.0,160.0,3
7682,Whitefield,1655.0,3.0,110.0,3
7683,Whitefield,840.0,1.0,57.0,1
7684,Whitefield,1725.0,3.0,106.0,3
7687,Whitefield,516.0,1.0,39.0,1
7689,Whitefield,6000.0,4.0,410.0,4
7690,Whitefield,1639.0,3.0,107.0,3
7691,Whitefield,1820.0,3.0,113.0,3
7693,Whitefield,3565.0,4.0,218.0,4
7694,Whitefield,3410.0,5.0,253.0,4
7697,Whitefield,4500.0,4.0,330.0,4
7698,Whitefield,1250.0,2.0,85.0,2
7700,Whitefield,1277.0,2.0,77.0,2
7701,Whitefield,1820.0,3.0,140.0,3
7702,Whitefield,3453.0,4.0,247.0,4
7708,Whitefield,2280.0,4.0,125.0,3
7709,Whitefield,2882.0,5.0,200.0,4
7711,Whitefield,1639.5,3.0,92.63,3
7714,Whitefield,1190.0,2.0,70.0,2
7716,Whitefield,1270.0,2.0,94.0,2
7717,Whitefield,1220.0,2.0,89.0,2
7720,Whitefield,3758.0,3.0,300.0,3
7725,Whitefield,1216.0,2.0,72.0,2
7727,Whitefield,5400.0,5.0,475.0,4
7728,Whitefield,1396.0,3.0,74.0,3
7737,Whitefield,1615.0,3.0,96.9,3
7743,Whitefield,1200.0,2.0,70.0,2
7746,Whitefield,1216.0,2.0,75.0,2
7748,Whitefield,2321.0,4.0,157.0,3
7749,Whitefield,1224.0,2.0,75.0,2
7750,Whitefield,1655.0,3.0,113.0,3
7752,Whitefield,4144.0,5.0,331.0,5
7755,Whitefield,1200.0,3.0,67.75,3
7756,Whitefield,2444.0,4.0,145.0,4
7757,Whitefield,1270.0,2.0,110.0,2
7758,Whitefield,1660.0,3.0,110.0,3
7759,Whitefield,1270.0,2.0,105.0,2
7761,Whitefield,1173.0,2.0,78.2,2
7762,Whitefield,1362.0,2.0,85.0,2
7764,Whitefield,1457.0,2.0,105.0,3
7765,Whitefield,1720.0,3.0,128.0,3
7769,Whitefield,1564.0,3.0,103.0,3
7773,Whitefield,1639.0,3.0,107.0,3
7774,Whitefield,1760.0,3.0,139.0,3
7775,Whitefield,613.0,1.0,48.0,1
7776,Whitefield,1730.0,3.0,125.0,3
7778,Whitefield,877.0,1.0,59.0,1
7782,Yelachenahalli,1464.0,2.0,105.0,3
7783,Yelachenahalli,2400.0,1.0,150.0,2
7784,Yelachenahalli,1700.0,3.0,130.0,3
7785,Yelachenahalli,1080.0,2.0,55.0,2
7786,Yelachenahalli,1400.0,2.0,78.0,2
7787,Yelachenahalli,1330.0,3.0,73.5,3
7788,Yelachenahalli,800.0,1.0,30.0,2
7789,Yelachenahalli,1100.0,2.0,60.0,2
7790,Yelachenahalli,1365.0,2.0,72.0,3
7791,Yelachenahalli,1103.0,2.0,55.0,2
7792,Yelachenahalli,1000.0,2.0,50.0,2
7794,Yelahanka,1326.0,2.0,78.0,2
7801,Yelahanka,1705.0,3.0,95.0,3
7802,Yelahanka,1234.0,2.0,80.0,2
7803,Yelahanka,1315.0,2.0,85.0,2
7804,Yelahanka,1170.0,2.0,62.5,2
7806,Yelahanka,697.0,1.0,45.0,1
7809,Yelahanka,2195.0,4.0,127.0,3
7811,Yelahanka,1614.0,3.0,95.0,3
7813,Yelahanka,628.0,1.0,24.0,1
7816,Yelahanka,654.0,1.0,38.4,1
7824,Yelahanka,1825.0,3.0,105.0,3
7825,Yelahanka,1603.0,3.0,96.0,3
7826,Yelahanka,1304.0,2.0,79.0,2
7832,Yelahanka,1517.0,3.0,76.3,3
7836,Yelahanka,1327.0,2.0,85.0,2
7839,Yelahanka,1566.0,3.0,97.0,3
7841,Yelahanka,1270.0,2.0,78.0,2
7842,Yelahanka,1400.0,2.0,80.54,3
7844,Yelahanka,1322.0,2.0,86.0,2
7845,Yelahanka,1100.0,2.0,70.0,2
7846,Yelahanka,1200.0,2.0,70.0,2
7848,Yelahanka,4000.0,5.0,220.0,5
7849,Yelahanka,2675.0,4.0,140.0,4
7851,Yelahanka,654.0,1.0,37.0,1
7852,Yelahanka,1465.0,3.0,80.01,3
7856,Yelahanka,1692.0,3.0,83.0,3
7861,Yelahanka,2145.0,3.0,125.0,3
7863,Yelahanka,1322.0,2.0,75.0,2
7866,Yelahanka,602.0,1.0,26.0,1
7867,Yelahanka,1100.0,2.0,60.0,2
7868,Yelahanka,1614.0,2.0,100.0,3
7869,Yelahanka,1890.0,3.0,108.0,3
7870,Yelahanka,1556.0,3.0,86.0,3
7871,Yelahanka,1610.0,4.0,85.0,3
7877,Yelahanka,1859.0,3.0,108.0,3
7879,Yelahanka,1322.0,2.0,80.0,2
7882,Yelahanka,2600.0,4.0,175.0,4
7883,Yelahanka,1305.0,2.0,78.0,2
7885,Yelahanka,1711.0,3.0,85.61,3
7886,Yelahanka,1315.0,2.0,75.0,2
7887,Yelahanka,3600.0,6.0,200.0,6
7889,Yelahanka,1614.0,3.0,95.0,3
7890,Yelahanka,1650.0,3.0,105.0,3
7895,Yelahanka,3990.0,4.0,260.0,4
7896,Yelahanka,1620.0,3.0,90.0,3
7897,Yelahanka,654.0,1.0,36.25,1
7898,Yelahanka,1614.0,3.0,93.0,3
7899,Yelahanka,694.0,1.0,30.84,1
7900,Yelahanka,1115.0,2.0,60.0,2
7901,Yelahanka,2317.0,4.0,140.0,3
7902,Yelahanka,1653.0,3.0,93.0,3
7903,Yelahanka,654.0,1.0,38.0,1
7905,Yelahanka,1445.0,2.0,82.0,2
7907,Yelahanka,602.0,1.0,38.0,1
7908,Yelahanka,697.0,1.0,35.0,1
7910,Yelahanka,682.0,1.0,36.23,1
7912,Yelahanka,1560.0,2.0,98.0,3
7913,Yelahanka,1780.0,3.0,107.0,3
7914,Yelahanka,1342.0,2.0,75.0,3
7915,Yelahanka,1823.0,3.0,103.0,3
7916,Yelahanka,1792.0,3.0,104.0,3
7917,Yelahanka,1304.0,2.0,69.97,2
7920,Yelahanka,1300.0,2.0,69.23,2
7921,Yelahanka,1705.0,3.0,91.0,3
7923,Yelahanka,1835.0,3.0,108.0,3
7924,Yelahanka,1847.0,3.0,92.0,3
7926,Yelahanka,1890.0,3.0,109.0,3
7927,Yelahanka,700.0,1.0,38.0,1
7928,Yelahanka,1491.0,3.0,85.0,3
7929,Yelahanka,2088.0,5.0,110.0,4
7932,Yelahanka,3019.0,6.0,190.0,4
7934,Yelahanka,1600.0,3.0,100.0,3
7938,Yelahanka,1705.0,3.0,85.0,3
7939,Yelahanka,1350.0,2.0,85.0,3
7940,Yelahanka,1633.0,3.0,110.0,3
7941,Yelahanka,827.5,1.0,42.535,1
7943,Yelahanka,1355.0,2.0,75.0,3
7946,Yelahanka,1104.0,2.0,58.0,2
7948,Yelahanka,1175.0,2.0,67.77,2
7949,Yelahanka,1322.0,2.0,77.9,2
7950,Yelahanka,602.0,1.0,33.0,1
7951,Yelahanka,1315.0,2.0,77.0,2
7954,Yelahanka,567.0,1.0,25.0,1
7956,Yelahanka,602.0,2.0,30.0,1
